"","Date","ret1","C","ret2","algo_ret"
"92",2010-05-25,0.00127999995201826,191.58,5.2200240121314e-05,0.00132698016812744
"93",2010-05-26,0.000499999997019768,191.58,0,0.000499999997019768
"94",2010-05-27,0.000399999992549419,191.58,0,0.000399999992549419
"95",2010-05-28,0,191.58,0,0
"96",2010-06-01,-0.00213333320617676,191.58,0,-0.00213333320617676
"97",2010-06-02,0.0052999999448657,191.59,5.21975153982002e-05,0.00534697770872408
"98",2010-06-03,0.000399999998509884,191.59,0,0.000399999998509884
"99",2010-06-04,6.66666676600774e-05,191.59,0,6.66666676600774e-05
"100",2010-06-07,0.000866666754086817,191.6,5.21947909597476e-05,0.000913642065950589
"101",2010-06-08,0.00136666665226221,191.6,0,0.00136666665226221
"102",2010-06-09,0.000333333338300387,191.61,5.21920668059561e-05,0.000380306198425748
"103",2010-06-10,0.000200000005463759,191.61,0,0.000200000005463759
"104",2010-06-11,0,191.62,5.21893429361597e-05,4.69704086425438e-05
"105",2010-06-14,0.00120833333581686,191.62,0,0.00120833333581686
"106",2010-06-15,0.00145833338610828,191.62,0,0.00145833338610828
"107",2010-06-16,0.000291666655490796,191.61,0,0.000291666655490796
"108",2010-06-17,0.000125000004967054,191.62,5.21893429361597e-05,0.000171970413609597
"109",2010-06-18,4.16666672875484e-05,191.61,0,4.16666672875484e-05
"110",2010-06-21,0.000250000089406962,191.61,0,0.000250000089406962
"111",2010-06-22,-0.00314999997615814,191.61,0,-0.00314999997615814
"112",2010-06-23,0.00129999999701977,191.61,0,0.00129999999701977
"113",2010-06-24,-0.0070999998524785,191.61,0,-0.0070999998524785
"114",2010-06-28,0.00245000010728837,191.61,0,0.00245000010728837
"115",2010-06-29,-0.0128500000536442,191.61,0,-0.0128500000536442
"116",2010-06-30,0.00050000011920929,191.6,0,0.00050000011920929
"117",2010-07-06,0.00115000001341105,191.61,5.21920668059561e-05,0.00119697287353641
"118",2010-07-07,0.00134999997913837,191.61,0,0.00134999997913837
"119",2010-07-08,0.000100000001490116,191.61,0,0.000100000001490116
"120",2010-07-09,0,191.61,0,0
"121",2010-07-12,0.00116666667991215,191.62,5.21893429361597e-05,0.00121363708855469
"122",2010-07-13,0.00155555554562145,191.62,0,0.00155555554562145
"123",2010-07-14,0.000277777765360143,191.62,0,0.000277777765360143
"124",2010-07-15,5.55555563833978e-05,191.62,0,5.55555563833978e-05
"125",2010-07-16,0.000111111112766796,191.62,0,0.000111111112766796
"126",2010-07-19,0.00200000001490117,191.62,0,0.00200000001490117
"127",2010-07-20,0.0004499999769032,191.62,0,0.0004499999769032
"128",2010-07-21,-5.00000044703484e-05,191.63,5.21866193508025e-05,-3.03204705462611e-06
"129",2010-07-22,0.000200000006705523,191.63,0,0.000200000006705523
"130",2010-07-23,0,191.63,0,0
"131",2010-07-26,0.00204999998956919,191.63,0,0.00204999998956919
"132",2010-07-27,9.99999828636646e-05,191.63,0,9.99999828636646e-05
"133",2010-07-28,0.000299999997019768,191.63,0,0.000299999997019768
"134",2010-07-29,0.000199999999254942,191.63,0,0.000199999999254942
"135",2010-07-30,0.000100000001490116,191.64,5.21838960496623e-05,0.000146965507934812
"136",2010-08-02,0.00180000001937151,191.64,0,0.00180000001937151
"137",2010-08-03,0.000299999985843897,191.64,0,0.000299999985843897
"138",2010-08-04,0.000199999999254942,191.64,0,0.000199999999254942
"139",2010-08-05,0.000100000001490116,191.64,0,0.000100000001490116
"140",2010-08-06,0,191.64,0,0
"141",2010-08-09,0.0015500000268221,191.64,0,0.0015500000268221
"142",2010-08-10,-0.000299999970942736,191.64,0,-0.000299999970942736
"143",2010-08-11,-0.00430000005289912,191.64,0,-0.00430000005289912
"144",2010-08-12,0.00345000011101365,191.65,5.21811730329613e-05,0.00349696316674332
"145",2010-08-13,0.00189999992772937,191.65,0,0.00189999992772937
"146",2010-08-16,0.000944444528884362,191.65,0,0.000944444528884362
"147",2010-08-17,0.00127777774714761,191.65,0,0.00127777774714761
"148",2010-08-18,-8.27842288547092e-12,191.65,0,-8.27842288547092e-12
"149",2010-08-19,0.000166666673289405,191.65,0,0.000166666673289405
"150",2010-08-20,5.55555563833978e-05,191.65,0,5.55555563833978e-05
"151",2010-08-23,0.00096666666368644,191.65,0,0.00096666666368644
"152",2010-08-24,-0.00213333323846261,191.66,5.21784503000333e-05,-0.00208637263319258
"153",2010-08-25,0.00279999987781048,191.66,0,0.00279999987781048
"154",2010-08-26,0.000766666685541471,191.66,0,0.000766666685541471
"155",2010-08-27,0.000233333336810271,191.66,0,0.000233333336810271
"156",2010-08-30,-0.00224999975413084,191.66,0,-0.00224999975413084
"157",2010-08-31,0.000999999791383743,191.66,0,0.000999999791383743
"158",2010-09-01,0.00418750008102506,191.66,0,0.00418750008102506
"159",2010-09-02,0.000250000008381903,191.67,5.21757278513224e-05,0.000296958163448093
"160",2010-09-03,0,191.67,0,0
"161",2010-09-07,-0.00480000019073486,191.67,0,-0.00480000019073486
"162",2010-09-08,0.00590000036358833,191.67,0,0.00590000036358833
"163",2010-09-09,0.00309999991953373,191.67,0,0.00309999991953373
"164",2010-09-10,0.000200000002980232,191.67,0,0.000200000002980232
"165",2010-09-13,0.00210000014305115,191.67,0,0.00210000014305115
"166",2010-09-14,-0.000199999958276749,191.67,0,-0.000199999958276749
"167",2010-09-15,0.000499999940395355,191.67,0,0.000499999940395355
"168",2010-09-16,0.000499999992549419,191.67,0,0.000499999992549419
"169",2010-09-17,0.000100000001490116,191.67,0,0.000100000001490116
"170",2010-09-20,0.00129999998956919,191.67,0,0.00129999998956919
"171",2010-09-21,-1.11758708953857e-11,191.67,0,-1.11758708953857e-11
"172",2010-09-22,0.000299999989569187,191.67,0,0.000299999989569187
"173",2010-09-23,0.000200000006705523,191.68,5.21730056870506e-05,0.000246955711823868
"174",2010-09-24,0.000100000001490116,191.68,0,0.000100000001490116
"175",2010-09-27,0.00189999979734421,191.68,0,0.00189999979734421
"176",2010-09-28,-0.000299999862909317,191.69,5.21702838063298e-05,-0.00025304660748362
"177",2010-09-29,0.000900000005960465,191.68,0,0.000900000005960465
"178",2010-09-30,0.000599999986588955,191.68,0,0.000599999986588955
"179",2010-10-01,0.000100000001490116,191.68,0,0.000100000001490116
"180",2010-10-04,-5e-04,191.68,0,-5e-04
"181",2010-10-05,0.00204999994859099,191.69,5.21702838063298e-05,0.00209695320401669
"182",2010-10-06,0.000299999989569187,191.69,0,0.000299999989569187
"183",2010-10-07,0.000200000006705523,191.69,0,0.000200000006705523
"184",2010-10-08,0.000100000001490116,191.69,0,0.000100000001490116
"185",2010-10-11,0.00107692304712075,191.69,0,0.00107692304712075
"186",2010-10-12,0.00057692309984794,191.69,0,0.00057692309984794
"187",2010-10-13,0.000499999990256933,191.69,0,0.000499999990256933
"188",2010-10-14,0.000307692300814849,191.69,0,0.000307692300814849
"189",2010-10-15,0.000153846159004248,191.69,0,0.000153846159004248
"190",2010-10-18,0.00050000002980232,191.69,0,0.00050000002980232
"191",2010-10-19,-0.00149999991059303,191.69,0,-0.00149999991059303
"192",2010-10-20,0.00219999990612268,191.69,0,0.00219999990612268
"193",2010-10-21,0.000399999998509884,191.7,5.21675622098261e-05,0.000446950804498727
"194",2010-10-22,0,191.7,0,0
"195",2010-10-25,0.00205000003799795,191.7,0,0.00205000003799795
"196",2010-10-26,0.000149999983608723,191.7,0,0.000149999983608723
"197",2010-10-27,0.000800000015646219,191.7,0,0.000800000015646219
"198",2010-10-28,0.000300000004470348,191.7,0,0.000300000004470348
"199",2010-10-29,0.000100000001490116,191.7,0,0.000100000001490116
"200",2010-11-01,0.00105000001192092,191.71,5.21648408973174e-05,0.00109694836872851
"201",2010-11-02,0.000950000010430813,191.71,0,0.000950000010430813
"202",2010-11-03,0.0006999999769032,191.71,0,0.0006999999769032
"203",2010-11-04,0.000200000006705523,191.71,0,0.000200000006705523
"204",2010-11-05,0,191.71,0,0
"205",2010-11-08,0.000714285799435203,191.71,0,0.000714285799435203
"206",2010-11-09,-0.00307142845221928,191.71,0,-0.00307142845221928
"207",2010-11-10,0.00492857130510466,191.72,5.21621198685818e-05,0.00497551721298639
"208",2010-11-11,0.00128571434212582,191.72,0,0.00128571434212582
"209",2010-11-12,0.000571428553334304,191.72,0,0.000571428553334304
"210",2010-11-15,0.000928571351936885,191.72,0,0.000928571351936885
"211",2010-11-16,-0.00314285682780402,191.72,0,-0.00314285682780402
"212",2010-11-17,0.00364285694701331,191.72,0,0.00364285694701331
"213",2010-11-18,0.00149999995316778,191.72,0,0.00149999995316778
"214",2010-11-19,0.00028571428997176,191.72,0,0.00028571428997176
"215",2010-11-22,0.00120833335444332,191.72,0,0.00120833335444332
"216",2010-11-23,-0.00529166653131445,191.72,0,-0.00529166653131445
"217",2010-11-29,0.00166666663189729,191.72,0,0.00166666663189729
"218",2010-11-30,-0.0011999999632438,191.72,0,-0.0011999999632438
"219",2010-12-01,0.00286666661749283,191.72,0,0.00286666661749283
"220",2010-12-02,0.000300000006953875,191.73,5.21593991236191e-05,0.000346943466165132
"221",2010-12-03,3.33333338300387e-05,191.73,0,3.33333338300387e-05
"222",2010-12-06,0.000923077074381025,191.73,0,0.000923077074381025
"223",2010-12-07,0.00103846146223637,191.74,5.21566786628735e-05,0.00108540247303295
"224",2010-12-08,0.00126923072796602,191.74,0,0.00126923072796602
"225",2010-12-09,0.000346153842715117,191.74,0,0.000346153842715117
"226",2010-12-10,0.000230769237073568,191.74,0,0.000230769237073568
"227",2010-12-13,0.000750000129143398,191.74,0,0.000750000129143398
"228",2010-12-14,0.000749999942878882,191.74,0,0.000749999942878882
"229",2010-12-15,0.000166666731238365,191.74,0,0.000166666731238365
"230",2010-12-16,0.000541666631276409,191.75,5.21539584854569e-05,0.00058860519391332
"231",2010-12-17,0.000333333341404796,191.75,0,0.000333333341404796
"232",2010-12-20,0.00112500001986821,191.75,0,0.00112500001986821
"233",2010-12-21,0.000666666636243463,191.75,0,0.000666666636243463
"234",2010-12-22,0.000291666664804022,191.75,0,0.000291666664804022
"235",2010-12-23,0.000125000004967054,191.75,0,0.000125000004967054
"236",2010-12-27,0.00053846162672226,191.76,5.21512385918133e-05,0.000585397741454892
"237",2010-12-28,0.000346153868505588,191.76,0,0.000346153868505588
"238",2010-12-29,0.000461538471281528,191.76,0,0.000461538471281528
"239",2010-12-30,0.000192307683710869,191.76,0,0.000192307683710869
"240",2010-12-31,0.000346153839849509,191.76,0,0.000346153839849509
"241",2011-01-03,0.00215000019967555,191.75,0,0.00215000019967555
"242",2011-01-04,-5.21540641784668e-11,191.76,5.21512385918133e-05,4.69360625785678e-05
"243",2011-01-05,0.000650000020861626,191.75,0,0.000650000020861626
"244",2011-01-06,-5.00000081956387e-05,191.75,0,-5.00000081956387e-05
"245",2011-01-07,0.000200000006705523,191.75,0,0.000200000006705523
"246",2011-01-10,0.000576923111310369,191.75,0,0.000576923111310369
"247",2011-01-11,0.000807692256684487,191.75,0,0.000807692256684487
"248",2011-01-12,0.00046153848274396,191.75,0,0.00046153848274396
"249",2011-01-13,3.84615333034442e-05,191.76,5.21512385918133e-05,8.53976480360761e-05
"250",2011-01-14,0.000153846159004248,191.76,0,0.000153846159004248
"251",2011-01-18,0.00168181802738797,191.76,0,0.00168181802738797
"252",2011-01-19,-0.00145454543558034,191.76,0,-0.00145454543558034
"253",2011-01-20,0.00154545451429757,191.76,0,0.00154545451429757
"254",2011-01-21,0.000909090929410674,191.76,0,0.000909090929410674
"255",2011-01-24,0.00143333341677983,191.76,0,0.00143333341677983
"256",2011-01-25,0.00049999992052714,191.76,0,0.00049999992052714
"257",2011-01-26,0.000333333350718021,191.76,0,0.000333333350718021
"258",2011-01-27,0.000233333331843217,191.77,5.21485189821647e-05,0.000280266998927165
"259",2011-01-28,0.000100000003973643,191.77,0,0.000100000003973643
"260",2011-01-31,0.00129545461047779,191.77,0,0.00129545461047779
"261",2011-02-01,0.00127272724935954,191.77,0,0.00127272724935954
"262",2011-02-02,2.27272679859942e-05,191.77,0,2.27272679859942e-05
"263",2011-02-03,0.000136363636702299,191.78,5.2145799655845e-05,0.00018329485639256
"264",2011-02-04,4.5454546131871e-05,191.78,0,4.5454546131871e-05
"265",2011-02-07,0.0017727273025296,191.78,0,0.0017727273025296
"266",2011-02-08,0.000545454560355707,191.78,0,0.000545454560355707
"267",2011-02-09,0.000181818170980974,191.78,0,0.000181818170980974
"268",2011-02-10,0.00022727273743261,191.79,5.21430806130763e-05,0.000274201509984379
"269",2011-02-11,0.000181818181140856,191.79,0,0.000181818181140856
"270",2011-02-14,0.00103333330154418,191.79,0,0.00103333330154418
"271",2011-02-15,-0.00013333331545194,191.79,0,-0.00013333331545194
"272",2011-02-16,0.000633333330353101,191.8,5.21403618543026e-05,0.000680259656021974
"273",2011-02-17,0.0004666666512688,191.8,0,0.0004666666512688
"274",2011-02-18,0.000133333337803682,191.8,0,0.000133333337803682
"275",2011-02-22,-0.00894444442457623,191.8,0,-0.00894444442457623
"276",2011-02-28,0.00121874995529652,191.8,0,0.00121874995529652
"277",2011-03-01,-0.00215625004842877,191.8,0,-0.00215625004842877
"278",2011-03-02,0.00181250010617077,191.8,0,0.00181250010617077
"279",2011-03-03,0.00128124997252598,191.8,0,0.00128124997252598
"280",2011-03-04,0.000312500006984919,191.81,5.21376433784138e-05,0.000359423886025492
"281",2011-03-07,-0.00175000004470348,191.81,0,-0.00175000004470348
"282",2011-03-08,0.00290624998975545,191.81,0,0.00290624998975545
"283",2011-03-09,0.000500000019092113,191.82,5.21349251862979e-05,0.000546921451759781
"284",2011-03-10,-0.00256249995203689,191.82,0,-0.00256249995203689
"285",2011-03-11,0.00318749993573874,191.82,0,0.00318749993573874
"286",2011-03-14,0.000136363750154315,191.82,0,0.000136363750154315
"287",2011-03-15,-0.00304545451294292,191.82,0,-0.00304545451294292
"288",2011-03-16,-0.00959090893918818,191.82,0,-0.00959090893918818
"289",2011-03-21,0.0021818180653182,191.82,0,0.0021818180653182
"290",2011-03-22,0.0002272727238861,191.83,5.2132207277733e-05,0.00027419171043606
"291",2011-03-23,0.00013636364178224,191.83,0,0.00013636364178224
"292",2011-03-24,0.000181818187914111,191.83,0,0.000181818187914111
"293",2011-03-25,0,191.83,0,0
"294",2011-03-28,-0.000136363614689226,191.83,0,-0.000136363614689226
"295",2011-03-29,0.00204545451158827,191.83,0,0.00204545451158827
"296",2011-03-30,0.000409090901640329,191.83,0,0.000409090901640329
"297",2011-03-31,0.000318181816149842,191.83,0,0.000318181816149842
"298",2011-04-01,0.00013636364178224,191.84,5.2129489652275e-05,0.000183280182469288
"299",2011-04-04,0.000642857125827251,191.84,0,0.000642857125827251
"300",2011-04-05,0.000571428617196424,191.84,0,0.000571428617196424
"301",2011-04-06,0.000821428535772221,191.85,5.2126772310146e-05,0.000868342630851353
"302",2011-04-07,0.000107142861400332,191.85,0,0.000107142861400332
"303",2011-04-08,0.000321428565574544,191.85,0,0.000321428565574544
"304",2011-04-11,0.000874999985098844,191.85,0,0.000874999985098844
"305",2011-04-12,-0.000562499985098839,191.85,0,-0.000562499985098839
"306",2011-04-13,0.00112500002607703,191.85,0,0.00112500002607703
"307",2011-04-14,0.000437499969266355,191.84,0,0.000437499969266355
"308",2011-04-15,0.000749999997206032,191.84,0,0.000749999997206032
"309",2011-04-18,-0.00375000011175872,191.85,5.2126772310146e-05,-0.00370308601667959
"310",2011-04-19,0.00512500019744039,191.85,0,0.00512500019744039
"311",2011-04-20,0.0013124999916181,191.85,0,0.0013124999916181
"312",2011-04-21,0.000312500004656613,191.85,0,0.000312500004656613
"313",2011-04-25,0.000291666599611434,191.85,0,0.000291666599611434
"314",2011-04-26,0.00129166670454045,191.85,0,0.00129166670454045
"315",2011-04-27,0.000583333314086,191.85,0,0.000583333314086
"316",2011-04-28,0.000166666675359011,191.85,0,0.000166666675359011
"317",2011-04-29,0.000125000004967054,191.85,0,0.000125000004967054
"318",2011-05-02,0.000500000092116273,191.85,0,0.000500000092116273
"319",2011-05-03,-0.00027272722937844,191.85,0,-0.00027272722937844
"320",2011-05-04,-0.00150000004605813,191.86,5.21240552515678e-05,-0.00145308839633172
"321",2011-05-05,-0.00704545442353595,191.86,0,-0.00704545442353595
"322",2011-05-09,0.00207142866083554,191.86,0,0.00207142866083554
"323",2011-05-10,0.000607142850224461,191.85,0,0.000607142850224461
"324",2011-05-11,7.14285565274102e-05,191.86,5.21240552515678e-05,0.000118340206253821
"325",2011-05-12,0.000142857147646802,191.86,0,0.000142857147646802
"326",2011-05-13,0.000107142861400332,191.86,0,0.000107142861400332
"327",2011-05-16,-0.000533333361148837,191.86,0,-0.000533333361148837
"328",2011-05-17,0.000933333362142245,191.86,0,0.000933333362142245
"329",2011-05-18,0.00203333330899477,191.86,0,0.00203333330899477
"330",2011-05-19,0.00029999998708566,191.86,0,0.00029999998708566
"331",2011-05-20,0.000133333337803682,191.86,0,0.000133333337803682
"332",2011-05-23,-0.000921052725691547,191.86,0,-0.000921052725691547
"333",2011-05-24,0.000894736839752448,191.86,0,0.000894736839752448
"334",2011-05-25,0.00152631586123454,191.86,0,0.00152631586123454
"335",2011-05-26,0.000842105260020808,191.86,0,0.000842105260020808
"336",2011-05-27,0.00018421052906074,191.86,0,0.00018421052906074
"337",2011-05-31,0.00218181819401005,191.86,0,0.00218181819401005
"338",2011-06-01,-0.00377272712236101,191.86,0,-0.00377272712236101
"339",2011-06-02,0.00181818165223707,191.86,0,0.00181818165223707
"340",2011-06-03,0.00259090908887711,191.86,0,0.00259090908887711
"341",2011-06-06,-0.000799999952316282,191.86,0,-0.000799999952316282
"342",2011-06-07,0.00124999998509884,191.86,0,0.00124999998509884
"343",2011-06-08,0.000249999970197678,191.86,0,0.000249999970197678
"344",2011-06-09,0.00145000001788139,191.86,0,0.00145000001788139
"345",2011-06-10,0.000200000002980232,191.86,0,0.000200000002980232
"346",2011-06-13,0.00194444441133076,191.86,0,0.00194444441133076
"347",2011-06-14,0.000888888873159885,191.86,0,0.000888888873159885
"348",2011-06-15,-0.0012222222197387,191.86,0,-0.0012222222197387
"349",2011-06-16,0.00133333334078391,191.86,0,0.00133333334078391
"350",2011-06-17,0.00022222222139438,191.86,0,0.00022222222139438
"351",2011-06-20,0.00199999989320835,191.86,0,0.00199999989320835
"352",2011-06-21,0.000666666679705183,191.87,5.21213384758745e-05,0.00071357588433347
"353",2011-06-22,0.000249999988203247,191.87,0,0.000249999988203247
"354",2011-06-23,4.16666672875484e-05,191.87,0,4.16666672875484e-05
"355",2011-06-24,0.000166666672254602,191.87,0,0.000166666672254602
"356",2011-06-27,0.00159090913154863,191.87,0,0.00159090913154863
"357",2011-06-28,0.000772727297788317,191.87,0,0.000772727297788317
"358",2011-06-29,0.000409090881320563,191.87,0,0.000409090881320563
"359",2011-06-30,0.00013636364178224,191.87,0,0.00013636364178224
"360",2011-07-01,0,191.87,0,0
"361",2011-07-05,0.000958333450059096,191.87,0,0.000958333450059096
"362",2011-07-06,0.000791666625688473,191.87,0,0.000791666625688473
"363",2011-07-07,0.000666666673496366,191.87,0,0.000666666673496366
"364",2011-07-08,0.000250000006829699,191.87,0,0.000250000006829699
"365",2011-07-11,-0.00858333321909109,191.87,0,-0.00858333321909109
"366",2011-07-18,-0.000499999945362407,191.87,0,-0.000499999945362407
"367",2011-07-19,0.00254166654621561,191.87,0,0.00254166654621561
"368",2011-07-20,0.000250000013038516,191.87,0,0.000250000013038516
"369",2011-07-21,0.000374999977648258,191.87,0,0.000374999977648258
"370",2011-07-22,0.000166666672254602,191.87,0,0.000166666672254602
"371",2011-07-25,-0.00126923073942845,191.87,0,-0.00126923073942845
"372",2011-07-26,0.000230769188358233,191.86,0,0.000230769188358233
"373",2011-07-27,-0.0100384614387384,191.86,0,-0.0100384614387384
"374",2011-08-01,0.00190000006556511,191.85,0,0.00190000006556511
"375",2011-08-02,-0.000833333313465118,191.87,0.000104248110503136,-0.000739510014012296
"376",2011-08-03,0.00159999996672074,191.88,5.21186219835101e-05,0.0016469067265059
"377",2011-08-04,-0.0166000000362595,191.88,0,-0.0166000000362595
"378",2011-08-08,-0.0123888886968295,191.88,0,-0.0123888886968295
"379",2011-08-09,0.0137222218886018,191.88,0,0.0137222218886018
"380",2011-08-10,-0.00949999991804361,191.88,0,-0.00949999991804361
"381",2011-08-11,0.0111388888603283,191.88,0,0.0111388888603283
"382",2011-08-12,0.000750000015315082,191.88,0,0.000750000015315082
"383",2011-08-15,0.00272222217172384,191.88,0,0.00272222217172384
"384",2011-08-16,2.06960572136773e-12,191.88,0,2.06960572136773e-12
"385",2011-08-17,0.000277777763290538,191.88,0,0.000277777763290538
"386",2011-08-18,-0.000416666668736272,191.88,0,-0.000416666668736272
"387",2011-08-19,0.000500000005380975,191.88,0,0.000500000005380975
"388",2011-08-22,0.00257500000298023,191.88,0,0.00257500000298023
"389",2011-08-23,0.00112499999627471,191.88,0,0.00112499999627471
"390",2011-08-24,0.000125,191.88,0,0.000125
"391",2011-08-25,5.00000007450581e-05,191.88,0,5.00000007450581e-05
"392",2011-08-26,0,191.88,0,0
"393",2011-08-29,0.00266666664431493,191.88,0,0.00266666664431493
"394",2011-08-30,0.000133333335320155,191.88,0,0.000133333335320155
"395",2011-08-31,9.99999940395355e-05,191.88,0,9.99999940395355e-05
"396",2011-09-01,0.000166666669150194,191.88,0,0.000166666669150194
"397",2011-09-02,0,191.88,0,0
